common_name,winter_verified,winter_unverified,breeding_verified,breeding_indirect,transient,slug,aab_url,elcode,field_guide_url,order_desc,order,family_desc,family,genus,species,similar_species,num_observations,accidental,major_group
Boreal Chickadee,X,"",X,"","",boreal_chickadee,http://www.allaboutbirds.org/guide/boreal_chickadee/id,ABPAW01060,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAW01060,Perching Birds,Passeriformes,Chickadees,Paridae,Poecile,Hudsonicus,"",244,"",Misc
Chestnut-backed Chickadee,X,"",X,"","",chestnut-backed_chickadee,http://www.allaboutbirds.org/guide/chestnut-backed_chickadee/id,ABPAW01070,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAW01070,Perching Birds,Passeriformes,Chickadees,Paridae,Poecile,Rufescens,"Black-capped Chickadee, Boreal Chickadee, Mountain Chickadee",994,"",Misc
Common Redpoll,X,"","","",X,common_redpoll,http://www.allaboutbirds.org/guide/common_redpoll/id,ABPBY06010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBY06010,Perching Birds,Passeriformes,Finches,Fringillidae,Acanthis,Flammea,"Hoary Redpoll, Pine Siskin, House Finch, Purple Finch, American Goldfinch",1065,"",Misc
Hoary Redpoll,X,"","","",X,hoary_redpoll,http://www.allaboutbirds.org/guide/hoary_redpoll/id,ABPBY06020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBY06020,Perching Birds,Passeriformes,Finches,Fringillidae,Acanthis,Hornemanni,"",91,"",Misc
Evening Grosbeak,X,"",X,"","",evening_grosbeak,http://www.allaboutbirds.org/guide/evening_grosbeak/id,ABPBY09020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBY09020,Perching Birds,Passeriformes,Finches,Fringillidae,Coccothraustes,Vespertinus,"American Goldfinch, Pine Grosbeak",2983,"",Misc
Cassin's Finch,X,"",X,"","",cassins_finch,http://www.allaboutbirds.org/guide/cassins_finch/id,ABPBY04030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBY04030,Perching Birds,Passeriformes,Finches,Fringillidae,Haemorhous,Cassinii,"Purple Finch, House Finch, Pine Siskin",2716,"",Misc
House Finch,X,"",X,"","",house_finch,http://www.allaboutbirds.org/guide/house_finch/id,ABPBY04040,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBY04040,Perching Birds,Passeriformes,Finches,Fringillidae,Haemorhous,Mexicanus,"Purple Finch, Pine Siskin, Cassin's Finch, Red Crossbill, Pine Grosbeak",2780,"",Misc
Purple Finch,X,"","","",X,purple_finch,http://www.allaboutbirds.org/guide/purple_finch/id,ABPBY04020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBY04020,Perching Birds,Passeriformes,Finches,Fringillidae,Haemorhous,Purpureus,"Cassin's Finch, Rose-breasted Grosbeak, House Finch, Pine Grosbeak",123,"",Misc
Black Rosy-Finch,X,"",X,"","",black_rosy-finch,http://www.allaboutbirds.org/guide/black_rosy-finch/id,ABPBY02010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBY02010,Perching Birds,Passeriformes,Finches,Fringillidae,Leucosticte,Atrata,"",128,"",Misc
Gray-crowned Rosy-Finch,X,"",X,"","",gray-crowned_rosy-finch,http://www.allaboutbirds.org/guide/gray-crowned_rosy-finch/id,ABPBY02030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBY02030,Perching Birds,Passeriformes,Finches,Fringillidae,Leucosticte,Tephrocotis,"",548,"",Misc
Red Crossbill,X,"",X,"","",red_crossbill,http://www.allaboutbirds.org/guide/red_crossbill/id,ABPBY05010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBY05010,Perching Birds,Passeriformes,Finches,Fringillidae,Loxia,Curvirostra,"Pine Siskin, White-winged Crossbill",9196,"",Misc
White-winged Crossbill,X,"","",X,"",white-winged_crossbill,http://www.allaboutbirds.org/guide/white-winged_crossbill/id,ABPBY05020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBY05020,Perching Birds,Passeriformes,Finches,Fringillidae,Loxia,Leucoptera,"",406,"",Misc
Pine Grosbeak,X,"",X,"","",pine_grosbeak,http://www.allaboutbirds.org/guide/pine_grosbeak/id,ABPBY03010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBY03010,Perching Birds,Passeriformes,Finches,Fringillidae,Pinicola,Enucleator,"House Finch, Purple Finch, White-winged Crossbill, Evening Grosbeak",1221,"",Misc
Pine Siskin,X,"",X,"","",pine_siskin,http://www.allaboutbirds.org/guide/pine_siskin/id,ABPBY06030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBY06030,Perching Birds,Passeriformes,Finches,Fringillidae,Spinus,Pinus,"House Finch, Common Redpoll, Yellow-rumped Warbler, American Goldfinch",20607,"",Misc
Lesser Goldfinch,"",X,X,"","",lesser_goldfinch,http://www.allaboutbirds.org/guide/lesser_goldfinch/id,ABPBY06090,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBY06090,Perching Birds,Passeriformes,Finches,Fringillidae,Spinus,Psaltria,American Goldfinch,31,"",Misc
American Goldfinch,X,"",X,"","",american_goldfinch,http://www.allaboutbirds.org/guide/american_goldfinch/id,ABPBY06110,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBY06110,Perching Birds,Passeriformes,Finches,Fringillidae,Spinus,Tristis,"Yellow Warbler, Evening Grosbeak, Pine Siskin, Pine Warbler, Lesser Goldfinch",5223,"",Misc
Olive-sided Flycatcher,"","",X,"","",olive-sided_flycatcher,http://www.allaboutbirds.org/guide/olive-sided_flycatcher/id,ABPAE32010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE32010,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Contopus,Cooperi,"Eastern Wood-Pewee, Western Wood-Pewee",3303,"",Misc
Western Wood-Pewee,"","",X,"","",western_wood-pewee,http://www.allaboutbirds.org/guide/western_wood-pewee/id,ABPAE32050,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE32050,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Contopus,Sordidulus,"",5885,"",Misc
Eastern Wood-Pewee,"","","","",X,eastern_wood-pewee,http://www.allaboutbirds.org/guide/eastern_wood-pewee/id,ABPAE32060,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE32060,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Contopus,Virens,"Western Wood-Pewee, Olive-sided Flycatcher, Eastern Phoebe, Willow Flycatcher",3,X,Misc
Alder Flycatcher,"","","",X,"",alder_flycatcher,http://www.allaboutbirds.org/guide/alder_flycatcher/id,ABPAE33030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE33030,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Empidonax,Alnorum,"",89,"",Misc
Yellow-bellied Flycatcher,"","","","",X,yellow-bellied_flycatcher,http://www.allaboutbirds.org/guide/yellow-bellied_flycatcher/id,ABPAE33010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE33010,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Empidonax,Flaviventris,"",27,"",Misc
Hammond's Flycatcher,"","",X,"","",hammonds_flycatcher,http://www.allaboutbirds.org/guide/hammonds_flycatcher/id,ABPAE33080,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE33080,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Empidonax,Hammondii,"",4929,"",Misc
Least Flycatcher,"","",X,"","",least_flycatcher,http://www.allaboutbirds.org/guide/least_flycatcher/id,ABPAE33070,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE33070,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Empidonax,Minimus,"Willow Flycatcher, Alder Flycatcher, Eastern Wood-Pewee",2607,"",Misc
Dusky Flycatcher,"","",X,"","",dusky_flycatcher,http://www.allaboutbirds.org/guide/dusky_flycatcher/id,ABPAE33090,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE33090,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Empidonax,Oberholseri,"",9110,"",Misc
Cordilleran Flycatcher,"","",X,"","",cordilleran_flycatcher,http://www.allaboutbirds.org/guide/cordilleran_flycatcher/id,ABPAE33160,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE33160,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Empidonax,Occidentalis,"",884,"",Misc
Willow Flycatcher,"","",X,"","",willow_flycatcher,http://www.allaboutbirds.org/guide/willow_flycatcher/id,ABPAE33040,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE33040,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Empidonax,Traillii,"",3071,"",Misc
Gray Flycatcher,"","",X,"","",gray_flycatcher,http://www.allaboutbirds.org/guide/gray_flycatcher/id,ABPAE33100,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE33100,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Empidonax,Wrightii,"",42,"",Misc
Ash-throated Flycatcher,"","","","",X,ash-throated_flycatcher,http://www.allaboutbirds.org/guide/ash-throated_flycatcher/id,ABPAE43050,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE43050,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Myiarchus,Cinerascens,Great Crested Flycatcher,14,X,Misc
Great Crested Flycatcher,"","","","",X,great_crested_flycatcher,http://www.allaboutbirds.org/guide/great_crested_flycatcher/id,ABPAE43070,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE43070,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Myiarchus,Crinitus,"",10,X,Misc
Vermilion Flycatcher,"",X,"","","",vermilion_flycatcher,http://www.allaboutbirds.org/guide/vermilion_flycatcher/id,ABPAE36010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE36010,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Pyrocephalus,Rubinus,Say's Phoebe,1,X,Misc
Eastern Phoebe,"",X,"","",X,eastern_phoebe,http://www.allaboutbirds.org/guide/eastern_phoebe/id,ABPAE35020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE35020,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Sayornis,Phoebe,"Say's Phoebe, Dark-eyed Junco, Eastern Wood-Pewee, Willow Flycatcher, Least Flycatcher",20,X,Misc
Say's Phoebe,"",X,X,"","",says_phoebe,http://www.allaboutbirds.org/guide/says_phoebe/id,ABPAE35030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE35030,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Sayornis,Saya,"Vermilion Flycatcher, Eastern Phoebe, Scissor-tailed Flycatcher",1399,"",Misc
Scissor-tailed Flycatcher,"","","","",X,scissor-tailed_flycatcher,http://www.allaboutbirds.org/guide/scissor-tailed_flycatcher/id,ABPAE52100,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE52100,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Tyrannus,Forficatus,"Western Kingbird, Say's Phoebe",19,X,Misc
Eastern Kingbird,"","",X,"","",eastern_kingbird,http://www.allaboutbirds.org/guide/eastern_kingbird/id,ABPAE52060,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE52060,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Tyrannus,Tyrannus,Eastern Phoebe,6875,"",Misc
Western Kingbird,"",X,X,"","",western_kingbird,http://www.allaboutbirds.org/guide/western_kingbird/id,ABPAE52050,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE52050,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Tyrannus,Verticalis,Cassin's Kingbird,3628,"",Misc
Cassin's Kingbird,"","",X,"","",cassins_kingbird,http://www.allaboutbirds.org/guide/cassins_kingbird/id,ABPAE52030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAE52030,Perching Birds,Passeriformes,Flycatchers,Tyrannidae,Tyrannus,Vociferans,"",226,"",Misc
Blue-gray Gnatcatcher,"","",X,"","",blue-gray_gnatcatcher,http://www.allaboutbirds.org/guide/blue-gray_gnatcatcher/id,ABPBJ08010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBJ08010,Perching Birds,Passeriformes,Gnatcatchers,Polioptilidae,Polioptila,Caerulea,Golden-crowned Kinglet,49,"",Misc
Ruby-crowned Kinglet,X,"",X,"","",ruby-crowned_kinglet,http://www.allaboutbirds.org/guide/ruby-crowned_kinglet/id,ABPBJ05020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBJ05020,Perching Birds,Passeriformes,Kinglets,Regulidae,Regulus,Calendula,Golden-crowned Kinglet,18110,"",Misc
Golden-crowned Kinglet,X,"",X,"","",golden-crowned_kinglet,http://www.allaboutbirds.org/guide/golden-crowned_kinglet/id,ABPBJ05010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBJ05010,Perching Birds,Passeriformes,Kinglets,Regulidae,Regulus,Satrapa,Ruby-crowned Kinglet,6543,"",Misc
Horned Lark,X,"",X,"","",horned_lark,http://www.allaboutbirds.org/guide/horned_lark/id,ABPAT02010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAT02010,Perching Birds,Passeriformes,Larks,Alaudidae,Eremophila,Alpestris,"American Pipit, Smith's Longspur",17827,"",Misc
Lapland Longspur,X,"","","",X,lapland_longspur,http://www.allaboutbirds.org/guide/lapland_longspur/id,ABPBXA6020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA6020,Perching Birds,Passeriformes,Longspurs and Snow Buntings,Calcariidae,Calcarius,Lapponicus,"",234,"",Misc
Chestnut-collared Longspur,"","",X,"","",chestnut-collared_longspur,http://www.allaboutbirds.org/guide/chestnut-collared_longspur/id,ABPBXA6040,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA6040,Perching Birds,Passeriformes,Longspurs and Snow Buntings,Calcariidae,Calcarius,Ornatus,"",6834,"",Misc
Smith's Longspur,"","","","",X,smiths_longspur,http://www.allaboutbirds.org/guide/smiths_longspur/id,ABPBXA6030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA6030,Perching Birds,Passeriformes,Longspurs and Snow Buntings,Calcariidae,Calcarius,Pictus,"",6,X,Misc
Snow Bunting,X,"","","",X,snow_bunting,http://www.allaboutbirds.org/guide/snow_bunting/id,ABPBXA8010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA8010,Perching Birds,Passeriformes,Longspurs and Snow Buntings,Calcariidae,Plectrophenax,Nivalis,"",587,"",Misc
McCown's Longspur,"","",X,"","",mccowns_longspur,http://www.allaboutbirds.org/guide/mccowns_longspur/id,ABPBXA6010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA6010,Perching Birds,Passeriformes,Longspurs and Snow Buntings,Calcariidae,Rhynchophanes,Mccownii,"",2527,"",Misc
House Sparrow,X,"",X,"","",house_sparrow,http://www.allaboutbirds.org/guide/house_sparrow/id,ABPBZ01010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBZ01010,Perching Birds,Passeriformes,Old World Sparrows,Passeridae,Passer,Domesticus,"Black-throated Sparrow, White-crowned Sparrow, White-throated Sparrow, Harris's Sparrow",3842,"",Misc
American Pipit,X,"",X,"","",american_pipit,http://www.allaboutbirds.org/guide/american_pipit/id,ABPBM02050,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBM02050,Perching Birds,Passeriformes,Pipits,Motacillidae,Anthus,Rubescens,"Sprague's Pipit, Vesper Sparrow",703,"",Misc
Sprague's Pipit,"","",X,"","",spragues_pipit,http://www.allaboutbirds.org/guide/spragues_pipit/id,ABPBM02060,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBM02060,Perching Birds,Passeriformes,Pipits,Motacillidae,Anthus,Spragueii,"",4448,"",Misc
Northern Shrike,X,"","","",X,northern_shrike,http://www.allaboutbirds.org/guide/northern_shrike/id,ABPBR01020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBR01020,Perching Birds,Passeriformes,Shrikes,Laniidae,Lanius,Excubitor,"Loggerhead Shrike, Northern Mockingbird",1719,"",Misc
Loggerhead Shrike,X,"",X,"","",loggerhead_shrike,http://www.allaboutbirds.org/guide/loggerhead_shrike/id,ABPBR01030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBR01030,Perching Birds,Passeriformes,Shrikes,Laniidae,Lanius,Ludovicianus,"Northern Shrike, Northern Mockingbird",1511,"",Misc
Baird's Sparrow,"","",X,"","",bairds_sparrow,http://www.allaboutbirds.org/guide/bairds_sparrow/id,ABPBXA0010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA0010,Perching Birds,Passeriformes,Sparrows,Emberizidae,Ammodramus,Bairdii,"",3542,"",Misc
Le Conte's Sparrow,"",X,X,"","",le_contes_sparrow,http://www.allaboutbirds.org/guide/le_contes_sparrow/id,ABPBXA0040,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA0040,Perching Birds,Passeriformes,Sparrows,Emberizidae,Ammodramus,Leconteii,"",138,"",Misc
Nelson's Sparrow,"","",X,"","",nelsons_sparrow,http://www.allaboutbirds.org/guide/nelsons_sparrow/id,ABPBXA0070,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA0070,Perching Birds,Passeriformes,Sparrows,Emberizidae,Ammodramus,Nelsoni,"",132,"",Misc
Grasshopper Sparrow,"","",X,"","",grasshopper_sparrow,http://www.allaboutbirds.org/guide/grasshopper_sparrow/id,ABPBXA0020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA0020,Perching Birds,Passeriformes,Sparrows,Emberizidae,Ammodramus,Savannarum,"",5078,"",Misc
Black-throated Sparrow,"","","","",X,black-throated_sparrow,http://www.allaboutbirds.org/guide/black-throated_sparrow/id,ABPBX97010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX97010,Perching Birds,Passeriformes,Sparrows,Emberizidae,Amphispiza,Bilineata,"",15,X,Misc
Sage Sparrow,"","",X,"","",sage_sparrow,http://www.allaboutbirds.org/guide/sage_sparrow/id,"","",Perching Birds,Passeriformes,Sparrows,Emberizidae,Artemisiospiza,Nevadensis,Black-throated Sparrow,,,Misc
Lark Bunting,"","",X,"","",lark_bunting,http://www.allaboutbirds.org/guide/lark_bunting/id,ABPBX98010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX98010,Perching Birds,Passeriformes,Sparrows,Emberizidae,Calamospiza,Melanocorys,"",9563,"",Misc
Lark Sparrow,"","",X,"","",lark_sparrow,http://www.allaboutbirds.org/guide/lark_sparrow/id,ABPBX96010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX96010,Perching Birds,Passeriformes,Sparrows,Emberizidae,Chondestes,Grammacus,"",4299,"",Misc
Dark-eyed Junco,X,"",X,"","",dark-eyed_junco,http://www.allaboutbirds.org/guide/dark-eyed_junco/id,ABPBXA5020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA5020,Perching Birds,Passeriformes,Sparrows,Emberizidae,Junco,Hyemalis,"White-throated Sparrow, Spotted Towhee",23424,"",Misc
Swamp Sparrow,X,"","","",X,swamp_sparrow,http://www.allaboutbirds.org/guide/swamp_sparrow/id,ABPBXA3030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA3030,Perching Birds,Passeriformes,Sparrows,Emberizidae,Melospiza,Georgiana,"",34,"",Misc
Lincoln's Sparrow,"",X,X,"","",lincolns_sparrow,http://www.allaboutbirds.org/guide/lincolns_sparrow/id,ABPBXA3020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA3020,Perching Birds,Passeriformes,Sparrows,Emberizidae,Melospiza,Lincolnii,"",3223,"",Misc
Song Sparrow,X,"",X,"","",song_sparrow,http://www.allaboutbirds.org/guide/song_sparrow/id,ABPBXA3010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA3010,Perching Birds,Passeriformes,Sparrows,Emberizidae,Melospiza,Melodia,"Vesper Sparrow, White-throated Sparrow, Swamp Sparrow, Savannah Sparrow, Fox Sparrow, Lincoln's Sparrow",9516,"",Misc
Savannah Sparrow,"",X,X,"","",savannah_sparrow,http://www.allaboutbirds.org/guide/savannah_sparrow/id,ABPBX99010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX99010,Perching Birds,Passeriformes,Sparrows,Emberizidae,Passerculus,Sandwichensis,"Song Sparrow, Vesper Sparrow, White-throated Sparrow, American Pipit",8081,"",Misc
Fox Sparrow,"",X,X,"","",fox_sparrow,http://www.allaboutbirds.org/guide/fox_sparrow/id,ABPBXA2010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA2010,Perching Birds,Passeriformes,Sparrows,Emberizidae,Passerella,Iliaca,"Song Sparrow, Savannah Sparrow",1683,"",Misc
Green-tailed Towhee,X,"",X,"","",green-tailed_towhee,http://www.allaboutbirds.org/guide/green-tailed_towhee/id,ABPBX74010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX74010,Perching Birds,Passeriformes,Sparrows,Emberizidae,Pipilo,Chlorurus,"",1072,"",Misc
Eastern Towhee,"","","","",X,eastern_towhee,http://www.allaboutbirds.org/guide/eastern_towhee/id,ABPBX74030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX74030,Perching Birds,Passeriformes,Sparrows,Emberizidae,Pipilo,Erythrophthalmus,"American Redstart, American Robin, Baltimore Oriole, Spotted Towhee, Dark-eyed Junco",1,X,Misc
Spotted Towhee,X,"",X,"","",spotted_towhee,http://www.allaboutbirds.org/guide/spotted_towhee/id,ABPBX74080,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX74080,Perching Birds,Passeriformes,Sparrows,Emberizidae,Pipilo,Maculatus,"Bullock's Oriole, Eastern Towhee",5499,"",Misc
Vesper Sparrow,"",X,X,"","",vesper_sparrow,http://www.allaboutbirds.org/guide/vesper_sparrow/id,ABPBX95010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX95010,Perching Birds,Passeriformes,Sparrows,Emberizidae,Pooecetes,Gramineus,"Savannah Sparrow, Song Sparrow, American Pipit",19456,"",Misc
American Tree Sparrow,X,"","","",X,american_tree_sparrow,http://www.allaboutbirds.org/guide/american_tree_sparrow/id,ABPBX94010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX94010,Perching Birds,Passeriformes,Sparrows,Emberizidae,Spizella,Arborea,"Chipping Sparrow, Field Sparrow, Song Sparrow, Lark Sparrow",1385,"",Misc
Brewer's Sparrow,"","",X,"","",brewers_sparrow,http://www.allaboutbirds.org/guide/brewers_sparrow/id,ABPBX94040,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX94040,Perching Birds,Passeriformes,Sparrows,Emberizidae,Spizella,Breweri,"",5072,"",Misc
Clay-colored Sparrow,"","",X,"","",clay-colored_sparrow,http://www.allaboutbirds.org/guide/clay-colored_sparrow/id,ABPBX94030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX94030,Perching Birds,Passeriformes,Sparrows,Emberizidae,Spizella,Pallida,Chipping Sparrow,2027,"",Misc
Chipping Sparrow,X,"",X,"","",chipping_sparrow,http://www.allaboutbirds.org/guide/chipping_sparrow/id,ABPBX94020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX94020,Perching Birds,Passeriformes,Sparrows,Emberizidae,Spizella,Passerina,"American Tree Sparrow, Field Sparrow, Lark Sparrow",21396,"",Misc
Field Sparrow,"","",X,"","",field_sparrow,http://www.allaboutbirds.org/guide/field_sparrow/id,ABPBX94050,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX94050,Perching Birds,Passeriformes,Sparrows,Emberizidae,Spizella,Pusilla,"Chipping Sparrow, American Tree Sparrow",1097,"",Misc
White-throated Sparrow,X,"","","",X,white-throated_sparrow,http://www.allaboutbirds.org/guide/white-throated_sparrow/id,ABPBXA4020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA4020,Perching Birds,Passeriformes,Sparrows,Emberizidae,Zonotrichia,Albicollis,"White-crowned Sparrow, Song Sparrow, Golden-crowned Sparrow",311,"",Misc
Golden-crowned Sparrow,"",X,"",X,"",golden-crowned_sparrow,http://www.allaboutbirds.org/guide/golden-crowned_sparrow/id,ABPBXA4030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA4030,Perching Birds,Passeriformes,Sparrows,Emberizidae,Zonotrichia,Atricapilla,"White-throated Sparrow, White-crowned Sparrow, Song Sparrow",18,X,Misc
White-crowned Sparrow,X,"",X,"","",white-crowned_sparrow,http://www.allaboutbirds.org/guide/white-crowned_sparrow/id,ABPBXA4040,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA4040,Perching Birds,Passeriformes,Sparrows,Emberizidae,Zonotrichia,Leucophrys,"White-throated Sparrow, Golden-crowned Sparrow, House Sparrow",4173,"",Misc
Harris's Sparrow,X,"","","",X,harriss_sparrow,http://www.allaboutbirds.org/guide/harriss_sparrow/id,ABPBXA4050,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBXA4050,Perching Birds,Passeriformes,Sparrows,Emberizidae,Zonotrichia,Querula,"House Sparrow, Lapland Longspur",446,"",Misc
European Starling,X,"",X,"","",european_starling,http://www.allaboutbirds.org/guide/european_starling/id,ABPBT01010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBT01010,Perching Birds,Passeriformes,Starlings,Sturnidae,Sturnus,Vulgaris,"Brewer's Blackbird, Brown-headed Cowbird, Common Grackle, Rusty Blackbird, Red-winged Blackbird",7578,"",Misc
Barn Swallow,"","",X,"","",barn_swallow,http://www.allaboutbirds.org/guide/barn_swallow/id,ABPAU09030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAU09030,Perching Birds,Passeriformes,Swallows,Hirundinidae,Hirundo,Rustica,"Cliff Swallow, Tree Swallow",4540,"",Misc
Cliff Swallow,"","",X,"","",cliff_swallow,http://www.allaboutbirds.org/guide/cliff_swallow/id,ABPAU09010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAU09010,Perching Birds,Passeriformes,Swallows,Hirundinidae,Petrochelidon,Pyrrhonota,Barn Swallow,3824,"",Misc
Purple Martin,"","",X,"","",purple_martin,http://www.allaboutbirds.org/guide/purple_martin/id,ABPAU01010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAU01010,Perching Birds,Passeriformes,Swallows,Hirundinidae,Progne,Subis,"Tree Swallow, Barn Swallow, European Starling",59,"",Misc
Bank Swallow,"","",X,"","",bank_swallow,http://www.allaboutbirds.org/guide/bank_swallow/id,ABPAU08010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAU08010,Perching Birds,Passeriformes,Swallows,Hirundinidae,Riparia,Riparia,"Tree Swallow, Northern Rough-winged Swallow",1528,"",Misc
Northern Rough-winged Swallow,"","",X,"","",northern_rough-winged_swallow,http://www.allaboutbirds.org/guide/northern_rough-winged_swallow/id,ABPAU07010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAU07010,Perching Birds,Passeriformes,Swallows,Hirundinidae,Stelgidopteryx,Serripennis,"",1971,"",Misc
